filename,filepath,type,category,subcategory,emotion,language,speaker_id,utterance_id,label,transcription,dataset
157867-8-0-11.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-11.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-12.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-12.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-13.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-13.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-14.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-14.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-15.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-15.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-16.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-16.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-17.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-17.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-18.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-18.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-19.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-19.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-2.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-2.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-20.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-20.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-21.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-21.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-22.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-22.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-23.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-23.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-24.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-24.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-25.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-25.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-26.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-26.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-27.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-27.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-28.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-28.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-3.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-3.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-4.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-4.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-5.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-5.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-6.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-6.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-7.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-7.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-8.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-8.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
157867-8-0-9.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\157867-8-0-9.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-0.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-1.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-1.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-10.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-10.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-11.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-11.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-12.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-12.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-13.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-13.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-14.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-14.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-15.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-15.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-16.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-16.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-17.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-17.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-18.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-18.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-19.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-19.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-2.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-2.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-3.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-3.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-4.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-4.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-5.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-5.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-6.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-6.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-7.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-7.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-8.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-8.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
159738-8-0-9.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\159738-8-0-9.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
160009-2-0-1.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160009-2-0-1.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
160009-2-0-11.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160009-2-0-11.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
160009-2-0-22.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160009-2-0-22.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
160009-2-0-30.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160009-2-0-30.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
160009-2-0-31.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160009-2-0-31.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
160009-2-0-47.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160009-2-0-47.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
160009-2-0-5.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160009-2-0-5.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
160009-2-0-50.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160009-2-0-50.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
160094-3-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\160094-3-0-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
161702-9-0-26.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\161702-9-0-26.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
161702-9-0-30.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\161702-9-0-30.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
161702-9-0-37.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\161702-9-0-37.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
161702-9-0-45.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\161702-9-0-45.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
161702-9-0-6.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\161702-9-0-6.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
161702-9-0-8.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\161702-9-0-8.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
162540-1-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\162540-1-0-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
162540-1-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\162540-1-1-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
162540-1-2-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\162540-1-2-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
162703-1-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\162703-1-0-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
164053-8-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164053-8-0-0.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
164053-8-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164053-8-1-0.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
164053-8-2-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164053-8-2-0.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
164053-8-2-1.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164053-8-2-1.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
164053-8-2-2.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164053-8-2-2.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
164053-8-2-3.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164053-8-2-3.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
164053-8-3-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164053-8-3-0.wav,non-speech,environmental,siren,,,,,siren,,UrbanSound8K
164312-3-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164312-3-0-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
164312-3-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164312-3-1-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
164312-3-3-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164312-3-3-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
164312-3-4-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\164312-3-4-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
165067-2-0-111.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165067-2-0-111.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
165067-2-0-112.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165067-2-0-112.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
165067-2-0-35.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165067-2-0-35.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
165067-2-0-56.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165067-2-0-56.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
165067-2-0-72.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165067-2-0-72.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
165067-2-0-9.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165067-2-0-9.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
165067-2-0-91.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165067-2-0-91.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
165642-4-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165642-4-0-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
165645-4-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165645-4-0-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
165645-4-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165645-4-1-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
165645-4-2-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165645-4-2-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
165645-4-3-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165645-4-3-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
165645-4-4-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165645-4-4-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
165645-4-5-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\165645-4-5-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
166268-3-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\166268-3-0-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
166268-3-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\166268-3-1-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
166268-3-2-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\166268-3-2-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
172314-9-0-22.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\172314-9-0-22.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
172314-9-0-40.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\172314-9-0-40.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
172314-9-0-51.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\172314-9-0-51.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
172314-9-0-52.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\172314-9-0-52.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
172314-9-0-72.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\172314-9-0-72.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
172314-9-0-80.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\172314-9-0-80.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
174276-7-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174276-7-0-0.wav,non-speech,environmental,jackhammer,,,,,jackhammer,,UrbanSound8K
174276-7-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174276-7-1-0.wav,non-speech,environmental,jackhammer,,,,,jackhammer,,UrbanSound8K
174276-7-2-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174276-7-2-0.wav,non-speech,environmental,jackhammer,,,,,jackhammer,,UrbanSound8K
174276-7-3-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174276-7-3-0.wav,non-speech,environmental,jackhammer,,,,,jackhammer,,UrbanSound8K
174276-7-4-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174276-7-4-0.wav,non-speech,environmental,jackhammer,,,,,jackhammer,,UrbanSound8K
174276-7-5-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174276-7-5-0.wav,non-speech,environmental,jackhammer,,,,,jackhammer,,UrbanSound8K
174276-7-6-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174276-7-6-0.wav,non-speech,environmental,jackhammer,,,,,jackhammer,,UrbanSound8K
174290-6-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174290-6-0-0.wav,non-speech,environmental,gun_shot,,,,,gun_shot,,UrbanSound8K
174290-6-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174290-6-1-0.wav,non-speech,environmental,gun_shot,,,,,gun_shot,,UrbanSound8K
174290-6-2-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174290-6-2-0.wav,non-speech,environmental,gun_shot,,,,,gun_shot,,UrbanSound8K
174290-6-3-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174290-6-3-0.wav,non-speech,environmental,gun_shot,,,,,gun_shot,,UrbanSound8K
174294-6-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174294-6-0-0.wav,non-speech,environmental,gun_shot,,,,,gun_shot,,UrbanSound8K
174294-6-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174294-6-1-0.wav,non-speech,environmental,gun_shot,,,,,gun_shot,,UrbanSound8K
174294-6-2-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\174294-6-2-0.wav,non-speech,environmental,gun_shot,,,,,gun_shot,,UrbanSound8K
175845-1-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\175845-1-0-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
175851-1-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\175851-1-0-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
17592-5-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17592-5-0-0.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
17592-5-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17592-5-1-0.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
17592-5-1-1.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17592-5-1-1.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
17592-5-1-2.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17592-5-1-2.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
17592-5-1-3.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17592-5-1-3.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176257-3-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176257-3-0-0.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
176258-3-1-12.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176258-3-1-12.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
176258-3-1-13.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176258-3-1-13.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
176258-3-1-18.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176258-3-1-18.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
176258-3-1-2.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176258-3-1-2.wav,non-speech,environmental,dog_bark,,,,,dog_bark,,UrbanSound8K
176638-1-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176638-1-0-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
176638-1-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176638-1-1-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
176714-2-0-18.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176714-2-0-18.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
176714-2-0-23.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176714-2-0-23.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
176714-2-0-26.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176714-2-0-26.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
176714-2-0-33.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176714-2-0-33.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
176714-2-0-40.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176714-2-0-40.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
176714-2-0-51.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176714-2-0-51.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
176714-2-0-55.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176714-2-0-55.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
176714-2-0-77.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176714-2-0-77.wav,non-speech,environmental,children_playing,,,,,children_playing,,UrbanSound8K
176787-5-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-0.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-1.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-1.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-2.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-2.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-3.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-3.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-4.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-4.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-5.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-5.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-6.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-6.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-7.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-7.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-8.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-8.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
176787-5-0-9.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\176787-5-0-9.wav,non-speech,environmental,engine_idling,,,,,engine_idling,,UrbanSound8K
17913-4-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17913-4-0-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
17913-4-0-1.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17913-4-0-1.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
17913-4-0-2.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17913-4-0-2.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
17913-4-1-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17913-4-1-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
17913-4-2-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\17913-4-2-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
19026-1-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\19026-1-0-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
21684-9-0-12.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\21684-9-0-12.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
21684-9-0-25.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\21684-9-0-25.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
21684-9-0-30.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\21684-9-0-30.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
21684-9-0-39.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\21684-9-0-39.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
21684-9-0-5.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\21684-9-0-5.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
21684-9-0-50.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\21684-9-0-50.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
21684-9-0-7.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\21684-9-0-7.wav,non-speech,environmental,street_music,,,,,street_music,,UrbanSound8K
22962-4-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\22962-4-0-0.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
22962-4-0-1.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\22962-4-0-1.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
22962-4-0-2.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\22962-4-0-2.wav,non-speech,environmental,drilling,,,,,drilling,,UrbanSound8K
24074-1-0-0.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\24074-1-0-0.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
24074-1-0-1.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\24074-1-0-1.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
24074-1-0-10.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\24074-1-0-10.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
24074-1-0-11.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\24074-1-0-11.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
24074-1-0-12.wav,Mixed Audio\Environmental Audio\UrbanSound8K\audio\24074-1-0-12.wav,non-speech,environmental,car_horn,,,,,car_horn,,UrbanSound8K
